Customer_ID,Total Purchases
26144,1
26145,1
26145,2
26146,1
26146,2
26147,1
26148,1
26149,1
26149,2
26150,1
26151,1
26152,1
26152,2
26153,1
26154,1
26155,1
26156,1
26157,1
26158,1
26159,1
26160,1
26161,1
26162,1
26163,1
26163,2
26164,1
26165,1
26166,1
26167,1
26168,1
26168,2
26169,1
26170,1
26171,1
26172,1
26173,1
26174,1
26175,1
26176,1
26177,1
26178,1
26179,1
26180,1
26181,1
26182,1
26183,1
26184,1
26185,1
26186,1
26186,2
26187,1
26188,1
26188,2
26189,1
26190,1
26191,1
26192,1
26193,1
26194,1
26194,2
26195,1
26196,1
26197,1
26198,1
26198,2
26199,1
26200,1
26200,2
26200,3
26201,1
26202,1
26202,2
26203,1
26204,1
26204,2
26204,3
26205,1
26205,2
26206,1
26207,1
26208,1
26209,1
26210,1
26211,1
26212,1
26213,1
26214,1
26215,1
26216,1
26217,1
26218,1
26219,1
26220,1
26220,2
26221,1
26222,1
26222,2
26223,1
26224,1
26225,1
26225,2
26226,1
26227,1
26227,2
26228,1
26228,2
26228,3
26229,1
26230,1
26231,1
26232,1
26233,1
26234,1
26235,1
26236,1
26237,1
26238,1
26239,1
26240,1
26241,1
26241,2
26242,1
26242,2
26243,1
26244,1
26245,1
26246,1
26247,1
26248,1
26249,1
26250,1
26251,1
26252,1
26253,1
26254,1
26254,2
26254,3
26255,1
26256,1
26257,1
26258,1
26259,1
26260,1
26261,1
26262,1
26263,1
26264,1
26264,2
26265,1
26266,1
26266,2
26266,3
26267,1
26268,1
26269,1
26269,2
26270,1
26270,2
26271,1
26272,1
26273,1
26274,1
26275,1
26275,2
26276,1
26276,2
26277,1
26278,1
26279,1
26279,2
26279,3
26279,4
26280,1
26281,1
26282,1
26283,1
26284,1
26284,2
26285,1
26286,1
26286,2
26287,1
26288,1
26289,1
26290,1
26291,1
26292,1
26293,1
26294,1
26294,2
26294,3
26294,4
26295,1
26296,1
26297,1
26297,2
26298,1
26298,2
26299,1
26300,1
26300,2
26301,1
26302,1
26303,1
26304,1
26305,1
26306,1
26307,1
26308,1
26308,2
26309,1
26310,1
26310,2
26311,1
26312,1
26312,2
26313,1
26314,1
26314,2
26315,1
26315,2
26315,3
26316,1
26317,1
26317,2
26318,1
26319,1
26320,1
26321,1
26322,1
26322,2
26323,1
26324,1
26324,2
26325,1
26326,1
26327,1
26328,1
26328,2
26329,1
26330,1
26331,1
26332,1
26333,1
26334,1
26335,1
26336,1
26337,1
26337,2
26338,1
26338,2
26339,1
26339,2
26340,1
26341,1
26342,1
26342,2
26343,1
26344,1
26345,1
26346,1
26347,1
26348,1
26349,1
26350,1
26351,1
26352,1
26353,1
26354,1
26355,1
26356,1
26357,1
26357,2
26358,1
26359,1
26359,2
26359,3
26359,4
26360,1
26361,1
26362,1
26363,1
26364,1
26365,1
26365,2
26366,1
26367,1
26367,2
26368,1
26369,1
26369,2
26370,1
26371,1
26371,2
26371,3
26372,1
26373,1
26374,1
26374,2
26375,1
26375,2
26375,3
26376,1
26376,2
26377,1
26378,1
26379,1
26380,1
26381,1
26382,1
26383,1
26384,1
26384,2
26385,1
26385,2
26386,1
26387,1
26388,1
26389,1
26390,1
26391,1
26392,1
26393,1
26394,1
26395,1
26395,2
26396,1
26397,1
26398,1
26399,1
26400,1
26401,1
26401,2
26402,1
26403,1
26404,1
26405,1
26406,1
26407,1
26407,2
26408,1
26409,1
26409,2
26409,3
26410,1
26411,1
26412,1
26413,1
26414,1
26414,2
26415,1
26416,1
26417,1
26418,1
26418,2
26419,1
26419,2
26420,1
26421,1
26421,2
26422,1
26423,1
26423,2
26424,1
26425,1
26426,1
26427,1
26428,1
26429,1
26430,1
26431,1
26432,1
26433,1
26433,2
26434,1
26434,2
26435,1
26436,1
26436,2
26437,1
26437,2
26438,1
26439,1
26440,1
26441,1
26442,1
26443,1
26444,1
26444,2
26445,1
26446,1
26446,2
26446,3
26447,1
26448,1
26449,1
26449,2
26450,1
26451,1
26452,1
26452,2
26452,3
26453,1
26454,1
26454,2
26455,1
26456,1
26457,1
26458,1
26458,2
26459,1
26460,1
26461,1
26462,1
26462,2
26463,1
26464,1
26465,1
26466,1
26467,1
26468,1
26469,1
26470,1
26470,2
26471,1
26472,1
26472,2
26473,1
26474,1
26475,1
26476,1
26477,1
26478,1
26478,2
26479,1
26480,1
26481,1
26482,1
26483,1
26483,2
26483,3
26484,1
26485,1
26486,1
26487,1
26488,1
26488,2
26489,1
26490,1
26491,1
26492,1
26493,1
26494,1
26494,2
26495,1
26496,1
26497,1
26498,1
26499,1
26500,1
26501,1
26502,1
26502,2
26502,3
26503,1
26504,1
26505,1
26506,1
26507,1
26508,1
26509,1
26509,2
26510,1
26511,1
26511,2
26512,1
26513,1
26514,1
26515,1
26516,1
26516,2
26517,1
26517,2
26518,1
26518,2
26518,3
26519,1
26520,1
26521,1
26522,1
26523,1
26523,2
26524,1
26524,2
26525,1
26525,2
26526,1
26527,1
26528,1
26529,1
26530,1
26531,1
26532,1
26533,1
26534,1
26534,2
26535,1
26535,2
26536,1
26536,2
26537,1
26538,1
26539,1
26540,1
26541,1
26542,1
26543,1
26544,1
26545,1
26546,1
26547,1
26547,2
26547,3
26548,1
26548,2
26549,1
26550,1
26551,1
26551,2
26552,1
26552,2
26553,1
26553,2
26554,1
26555,1
26555,2
26556,1
26557,1
26558,1
26559,1
26559,2
26560,1
26560,2
26560,3
26561,1
26562,1
26563,1
26564,1
26565,1
26566,1
26567,1
26567,2
26568,1
26568,2
26569,1
26569,2
26570,1
26571,1
26572,1
26573,1
26574,1
26575,1
26576,1
26577,1
26577,2
26577,3
26578,1
26578,2
26579,1
26580,1
26580,2
26581,1
26581,2
26581,3
26582,1
26583,1
26584,1
26585,1
26586,1
26586,2
26587,1
26587,2
26587,3
26588,1
26589,1
26590,1
26590,2
26591,1
26592,1
26593,1
26594,1
26595,1
26596,1
26597,1
26598,1
26599,1
26599,2
26599,3
26600,1
26601,1
26602,1
26602,2
26603,1
26604,1
26605,1
26606,1
26606,2
26607,1
26608,1
26609,1
26610,1
26611,1
26612,1
26613,1
26614,1
26615,1
26616,1
26617,1
26618,1
26619,1
26619,2
26620,1
26621,1
26622,1
26623,1
26624,1
26625,1
26626,1
26627,1
26628,1
26629,1
26630,1
26631,1
26632,1
26632,2
26633,1
26633,2
26634,1
26635,1
26635,2
26636,1
26637,1
26638,1
26639,1
26640,1
26640,2
26641,1
26641,2
26642,1
26642,2
26643,1
26643,2
26644,1
26645,1
26645,2
26646,1
26647,1
26648,1
26648,2
26649,1
26650,1
26651,1
26652,1
26652,2
26653,1
26653,2
26654,1
26655,1
26656,1
26656,2
26657,1
26658,1
26659,1
26659,2
26660,1
26661,1
26662,1
26663,1
26664,1
26665,1
26666,1
26666,2
26666,3
26667,1
26668,1
26669,1
26670,1
26671,1
26672,1
26673,1
26674,1
26675,1
26676,1
26677,1
26678,1
26679,1
26680,1
26681,1
26682,1
26683,1
26683,2
26684,1
26684,2
26685,1
26686,1
26686,2
26687,1
26688,1
26689,1
26690,1
26691,1
26692,1
26692,2
26693,1
26693,2
26693,3
26694,1
26695,1
26696,1
26697,1
26698,1
26699,1
26700,1
26700,2
26701,1
26702,1
26702,2
26703,1
26703,2
26704,1
26704,2
26705,1
26706,1
26707,1
26708,1
26708,2
26709,1
26710,1
26711,1
26711,2
26712,1
26713,1
26714,1
26715,1
26715,2
26716,1
26717,1
26718,1
26719,1
26719,2
26720,1
26720,2
26721,1
26722,1
26722,2
26722,3
26723,1
26724,1
26724,2
26725,1
26726,1
26726,2
26727,1
26728,1
26729,1
26730,1
26731,1
26732,1
26733,1
26734,1
26735,1
26736,1
26736,2
26737,1
26738,1
26739,1
26740,1
26741,1
26742,1
26743,1
26744,1
26745,1
26746,1
26746,2
26747,1
26748,1
26748,2
26748,3
26749,1
26749,2
26750,1
26751,1
26752,1
26753,1
26754,1
26754,2
26755,1
26755,2
26755,3
26756,1
26757,1
26758,1
26759,1
26760,1
26761,1
26761,2
26761,3
26762,1
26762,2
26763,1
26763,2
26764,1
26765,1
26766,1
26767,1
26767,2
26767,3
26767,4
26768,1
26769,1
26770,1
26771,1
26771,2
26771,3
26771,4
26772,1
26773,1
26774,1
26775,1
26776,1
26777,1
26778,1
26779,1
26780,1
26781,1
26782,1
26783,1
26783,2
26783,3
26784,1
26785,1
26786,1
26787,1
26788,1
26789,1
26790,1
26790,2
26791,1
26792,1
26793,1
26794,1
26795,1
26796,1
26797,1
26798,1
26798,2
26798,3
26799,1
26799,2
26799,3
26800,1
26801,1
26802,1
26803,1
26804,1
26805,1
26805,2
26806,1
26807,1
26808,1
26808,2
26809,1
26810,1
26811,1
26812,1
26813,1
26813,2
26814,1
26815,1
26815,2
26815,3
26816,1
26817,1
26818,1
26818,2
26819,1
26820,1
26820,2
26821,1
26821,2
26822,1
26823,1
26823,2
26824,1
26824,2
26825,1
26826,1
26826,2
26826,3
26827,1
26827,2
26828,1
26828,2
26828,3
26829,1
26830,1
26831,1
26832,1
26832,2
26833,1
26833,2
26834,1
26835,1
26836,1
26837,1
26838,1
26838,2
26839,1
26840,1
26841,1
26842,1
26843,1
26844,1
26845,1
26846,1
26847,1
26848,1
26849,1
26850,1
26850,2
26851,1
26852,1
26853,1
26853,2
26854,1
26855,1
26856,1
26857,1
26858,1
26859,1
26860,1
26861,1
26861,2
26861,3
26862,1
26863,1
26864,1
26865,1
26865,2
26866,1
26867,1
26868,1
26868,2
26869,1
26870,1
26871,1
26872,1
26872,2
26873,1
26874,1
26875,1
26876,1
26876,2
26876,3
26877,1
26878,1
26879,1
26880,1
26881,1
26882,1
26883,1
26883,2
26884,1
26885,1
26885,2
26886,1
26887,1
26888,1
26888,2
26889,1
26890,1
26891,1
26892,1
26892,2
26893,1
26894,1
26894,2
26894,3
26895,1
26895,2
26896,1
26897,1
26898,1
26898,2
26899,1
26900,1
26901,1
26902,1
26903,1
26904,1
26905,1
26906,1
26906,2
26906,3
26907,1
26908,1
26909,1
26910,1
26911,1
26911,2
26912,1
26912,2
26913,1
26914,1
26915,1
26916,1
26917,1
26918,1
26919,1
26920,1
26921,1
26922,1
26922,2
26923,1
26923,2
26924,1
26925,1
26926,1
26927,1
26928,1
26929,1
26930,1
26931,1
26932,1
26932,2
26932,3
26933,1
26934,1
26935,1
26935,2
26936,1
26937,1
26938,1
26939,1
26940,1
26940,2
26940,3
26940,4
26941,1
26942,1
26943,1
26944,1
26945,1
26946,1
26946,2
26947,1
26947,2
26948,1
26949,1
26950,1
26951,1
26952,1
26953,1
26953,2
26954,1
26955,1
26956,1
26957,1
26958,1
26958,2
26959,1
26960,1
26961,1
26961,2
26961,3
26962,1
26963,1
26964,1
26965,1
26966,1
26967,1
26967,2
26968,1
26969,1
26969,2
26970,1
26971,1
26972,1
26972,2
26973,1
26974,1
26975,1
26976,1
26977,1
26978,1
26979,1
26979,2
26979,3
26980,1
26981,1
26982,1
26983,1
26983,2
26984,1
26984,2
26985,1
26985,2
26986,1
26987,1
26988,1
26989,1
26990,1
26990,2
26991,1
26992,1
26993,1
26993,2
26994,1
26995,1
26996,1
26996,2
26997,1
26998,1
26999,1
27000,1
27001,1
27002,1
27003,1
27004,1
27005,1
27006,1
27006,2
27006,3
27007,1
27007,2
27008,1
27009,1
27010,1
27011,1
27011,2
27011,3
27012,1
27013,1
27013,2
27014,1
27015,1
27015,2
27016,1
27016,2
27017,1
27018,1
27019,1
27019,2
27020,1
27021,1
27022,1
27022,2
27022,3
27022,4
27023,1
27023,2
27023,3
27024,1
27024,2
27024,3
27024,4
27025,1
27026,1
27027,1
27028,1
27029,1
27030,1
27030,2
27031,1
27031,2
27032,1
27033,1
27034,1
27035,1
27036,1
27037,1
27038,1
27038,2
27038,3
27039,1
27040,1
27041,1
27041,2
27042,1
27043,1
27044,1
27044,2
27044,3
27044,4
27045,1
27045,2
27046,1
27046,2
27047,1
27048,1
27049,1
27050,1
27051,1
27051,2
27052,1
27052,2
27053,1
27054,1
27055,1
27056,1
27056,2
27057,1
27058,1
27059,1
27059,2
27060,1
27060,2
27061,1
27062,1
27063,1
27063,2
27064,1
27065,1
27066,1
27067,1
27068,1
27069,1
27070,1
27071,1
27072,1
27073,1
27074,1
27075,1
27075,2
27075,3
27076,1
27076,2
27077,1
27078,1
27079,1
27079,2
27080,1
27081,1
27082,1
27082,2
27083,1
27084,1
27084,2
27084,3
27085,1
27086,1
27087,1
27087,2
27088,1
27089,1
27090,1
27090,2
27090,3
27090,4
27091,1
27092,1
27092,2
27093,1
27094,1
27095,1
27096,1
27097,1
27097,2
27097,3
27098,1
27098,2
27099,1
27100,1
27101,1
27101,2
27102,1
27103,1
27103,2
27104,1
27105,1
27106,1
27107,1
27108,1
27108,2
27109,1
27109,2
27109,3
27110,1
27111,1
27111,2
27112,1
27113,1
27114,1
27115,1
27116,1
27116,2
27117,1
27118,1
27119,1
27120,1
27121,1
27122,1
27123,1
27124,1
27124,2
27125,1
27126,1
27127,1
27127,2
27128,1
27129,1
27130,1
27130,2
27130,3
27131,1
27131,2
27131,3
27132,1
27133,1
27134,1
27135,1
27136,1
27137,1
27138,1
27139,1
27140,1
27141,1
27142,1
27143,1
27144,1
27144,2
27145,1
27146,1
27147,1
27148,1
27149,1
27150,1
27151,1
27151,2
27152,1
27152,2
27153,1
27153,2
27153,3
27154,1
27155,1
27156,1
27157,1
27158,1
27158,2
27159,1
27160,1
27161,1
27161,2
27162,1
27162,2
27163,1
27164,1
27165,1
27166,1
27167,1
27168,1
27169,1
27169,2
27170,1
27171,1
27172,1
27173,1
27173,2
27173,3
27174,1
27175,1
27175,2
27176,1
27177,1
27177,2
27178,1
27179,1
27180,1
27181,1
27182,1
27183,1
27184,1
27185,1
27186,1
27187,1
27188,1
27189,1
27190,1
27191,1
27192,1
27192,2
27192,3
27193,1
27193,2
27193,3
27194,1
27195,1
27196,1
27197,1
27198,1
27199,1
27200,1
27201,1
27202,1
27203,1
27204,1
27205,1
27206,1
27207,1
27208,1
27208,2
27209,1
27210,1
27211,1
27211,2
27211,3
27212,1
27212,2
27212,3
27213,1
27214,1
27215,1
27216,1
27217,1
27218,1
27218,2
27218,3
27219,1
27220,1
27221,1
27222,1
27222,2
27223,1
27224,1
27225,1
27225,2
27226,1
27226,2
27227,1
27228,1
27229,1
27230,1
27231,1
27232,1
27233,1
27234,1
27235,1
27236,1
27236,2
27237,1
27238,1
27238,2
27238,3
27239,1
27240,1
27241,1
27242,1
27242,2
27243,1
27244,1
27245,1
27246,1
27247,1
27248,1
27249,1
27249,2
27250,1
27251,1
27252,1
27253,1
27254,1
27255,1
27256,1
27257,1
27258,1
27259,1
27260,1
27261,1
27262,1
27262,2
27263,1
27263,2
27264,1
27265,1
27265,2
27266,1
27267,1
27268,1
27269,1
27270,1
27271,1
27272,1
27272,2
27273,1
27274,1
27275,1
27275,2
27276,1
27276,2
27276,3
27276,4
27277,1
27278,1
27279,1
27280,1
27281,1
27282,1
27282,2
27283,1
27284,1
27285,1
27285,2
27286,1
27286,2
27287,1
27288,1
27289,1
27290,1
27291,1
27291,2
27292,1
27293,1
27294,1
27294,2
27295,1
27296,1
27297,1
27297,2
27297,3
27298,1
27298,2
27299,1
27300,1
27300,2
27300,3
27301,1
27301,2
27302,1
27303,1
27304,1
27305,1
27306,1
27306,2
27307,1
27308,1
27309,1
27310,1
27311,1
27312,1
27313,1
27314,1
27315,1
27316,1
27317,1
27318,1
27319,1
27320,1
27321,1
27321,2
27322,1
27323,1
27324,1
27325,1
27326,1
27327,1
27328,1
27329,1
27330,1
27331,1
27331,2
27332,1
27333,1
27334,1
27334,2
27334,3
27335,1
27335,2
27336,1
27336,2
27337,1
27337,2
27338,1
27339,1
27339,2
27340,1
27341,1
27342,1
27343,1
27344,1
27345,1
27346,1
27347,1
27348,1
27348,2
27349,1
27350,1
27351,1
27352,1
27353,1
27354,1
27355,1
27355,2
27356,1
27357,1
27357,2
27358,1
27358,2
27358,3
27359,1
27360,1
27360,2
27360,3
27361,1
27362,1
27363,1
27364,1
27365,1
27366,1
27366,2
27367,1
27367,2
27368,1
27369,1
27370,1
27371,1
27372,1
27372,2
27373,1
27374,1
27374,2
27375,1
27376,1
27377,1
27378,1
27378,2
27379,1
27380,1
27381,1
27382,1
27382,2
27383,1
27384,1
27385,1
27386,1
27387,1
27388,1
27388,2
27389,1
27390,1
27391,1
27391,2
27392,1
27393,1
27393,2
27394,1
27395,1
27395,2
27395,3
27396,1
27397,1
27398,1
27398,2
27399,1
27399,2
27400,1
27400,2
27400,3
27401,1
27402,1
27403,1
27404,1
27405,1
27405,2
27406,1
27407,1
27407,2
27408,1
27408,2
27409,1
27410,1
27411,1
27412,1
27412,2
27413,1
27414,1
27415,1
27416,1
27417,1
27417,2
27418,1
27418,2
27419,1
27420,1
27421,1
27421,2
27422,1
27423,1
27424,1
27425,1
27426,1
27427,1
27428,1
27429,1
27430,1
27430,2
27431,1
27431,2
27432,1
27432,2
27433,1
27434,1
27434,2
27434,3
27435,1
27436,1
27436,2
27437,1
27438,1
27439,1
27440,1
27440,2
27441,1
27442,1
27443,1
27443,2
27443,3
27444,1
27445,1
27445,2
27446,1
27447,1
27448,1
27448,2
27448,3
27448,4
27449,1
27449,2
27450,1
27451,1
27451,2
27452,1
27453,1
27454,1
27455,1
27456,1
27457,1
27458,1
27459,1
27459,2
27459,3
27460,1
27460,2
27461,1
27461,2
27462,1
27463,1
27464,1
27465,1
27465,2
27465,3
27465,4
27466,1
27466,2
27467,1
27468,1
27468,2
27469,1
27470,1
27471,1
27472,1
27473,1
27474,1
27475,1
27476,1
27477,1
27478,1
27479,1
27480,1
27480,2
27481,1
27482,1
27483,1
27484,1
27484,2
27484,3
27485,1
27485,2
27486,1
27486,2
27487,1
27487,2
27487,3
27488,1
27489,1
27490,1
27491,1
27492,1
27493,1
27493,2
27493,3
27494,1
27495,1
27496,1
27497,1
27497,2
27498,1
27498,2
27499,1
27499,2
27500,1
27501,1
27502,1
27503,1
27503,2
27504,1
27505,1
27505,2
27505,3
27506,1
27507,1
27508,1
27509,1
27510,1
27510,2
27511,1
27512,1
27513,1
27514,1
27514,2
27515,1
27516,1
27516,2
27517,1
27517,2
27518,1
27518,2
27518,3
27518,4
27518,5
27519,1
27520,1
27521,1
27521,2
27522,1
27523,1
27524,1
27525,1
27526,1
27527,1
27528,1
27528,2
27529,1
27529,2
27530,1
27531,1
27531,2
27531,3
27531,4
27532,1
27533,1
27533,2
27534,1
27535,1
27536,1
27537,1
27538,1
27538,2
27539,1
27539,2
27539,3
27540,1
27540,2
27540,3
27541,1
27542,1
27542,2
27543,1
27544,1
27545,1
27546,1
27547,1
27547,2
27547,3
27548,1
27549,1
27550,1
27551,1
27551,2
27551,3
27552,1
27553,1
27553,2
27554,1
27554,2
27555,1
27556,1
27557,1
27558,1
27558,2
27559,1
27560,1
27560,2
27561,1
27562,1
27563,1
27564,1
27565,1
27566,1
27567,1
27567,2
27568,1
27568,2
27569,1
27570,1
27571,1
27572,1
27572,2
27573,1
27574,1
27575,1
27575,2
27576,1
27577,1
27578,1
27578,2
27579,1
27580,1
27581,1
27582,1
27583,1
27584,1
27585,1
27586,1
27587,1
27588,1
27589,1
27590,1
27591,1
27592,1
27593,1
27594,1
27594,2
27594,3
27595,1
27596,1
27596,2
27596,3
27597,1
27597,2
27598,1
27599,1
27599,2
27600,1
27600,2
27601,1
27602,1
27603,1
27603,2
27604,1
27605,1
27606,1
27607,1
27607,2
27608,1
27608,2
27608,3
27608,4
27609,1
27610,1
27610,2
27610,3
27611,1
27611,2
27612,1
27613,1
27614,1
27614,2
27615,1
27616,1
27616,2
27617,1
27618,1
27619,1
27619,2
27619,3
27619,4
27620,1
27621,1
27622,1
27623,1
27623,2
27624,1
27625,1
27626,1
27626,2
27627,1
27627,2
27628,1
27628,2
27629,1
27630,1
27631,1
27632,1
27633,1
27634,1
27635,1
27636,1
27637,1
27637,2
27638,1
27639,1
27640,1
27641,1
27642,1
27642,2
27643,1
27644,1
27645,1
27646,1
27647,1
27648,1
27649,1
27650,1
27651,1
27652,1
27652,2
27652,3
27653,1
27653,2
27654,1
27654,2
27654,3
27655,1
27656,1
27657,1
27658,1
27658,2
27659,1
27660,1
27660,2
27661,1
27662,1
27663,1
27664,1
27665,1
27665,2
27665,3
27666,1
27667,1
27668,1
27669,1
27669,2
27670,1
27671,1
27672,1
27673,1
27674,1
27674,2
27675,1
27676,1
27677,1
27678,1
27679,1
27680,1
27681,1
27682,1
27683,1
27684,1
27685,1
27686,1
27687,1
27688,1
27689,1
27690,1
27691,1
27692,1
27693,1
27694,1
27695,1
27695,2
27696,1
27697,1
27698,1
27699,1
27700,1
27701,1
27701,2
27702,1
27703,1
27704,1
27705,1
27705,2
27705,3
27706,1
27707,1
27708,1
27709,1
27710,1
27711,1
27712,1
27712,2
27712,3
27713,1
27714,1
27715,1
27716,1
27717,1
27717,2
27718,1
27718,2
27718,3
27719,1
27720,1
27721,1
27722,1
27723,1
27724,1
27724,2
27724,3
27725,1
27726,1
27727,1
27728,1
27729,1
27730,1
27731,1
27732,1
27733,1
27734,1
27734,2
27735,1
27736,1
27736,2
27737,1
27738,1
27739,1
27740,1
27741,1
27742,1
27743,1
27743,2
27744,1
27745,1
27745,2
27745,3
27746,1
27747,1
27748,1
27749,1
27750,1
27750,2
27751,1
27752,1
27753,1
27754,1
27754,2
27755,1
27756,1
27757,1
27758,1
27759,1
27760,1
27760,2
27761,1
27761,2
27761,3
27762,1
27763,1
27764,1
27765,1
27766,1
27767,1
27767,2
27768,1
27769,1
27770,1
27770,2
27770,3
27771,1
27772,1
27772,2
27772,3
27773,1
27774,1
27775,1
27776,1
27777,1
27777,2
27778,1
27778,2
27779,1
27780,1
27781,1
27782,1
27782,2
27783,1
27783,2
27783,3
27784,1
27785,1
27786,1
27787,1
27788,1
27789,1
27790,1
27790,2
27791,1
27792,1
27792,2
27793,1
27794,1
27794,2
27795,1
27795,2
27796,1
27797,1
27798,1
27799,1
27800,1
27801,1
27802,1
27803,1
27804,1
27805,1
27806,1
27807,1
27808,1
27808,2
27809,1
27809,2
27810,1
27810,2
27811,1
27812,1
27813,1
27813,2
27814,1
27815,1
27816,1
27817,1
27818,1
27819,1
27820,1
27821,1
27822,1
27823,1
27824,1
27825,1
27826,1
27827,1
27828,1
27828,2
27829,1
27830,1
27831,1
27832,1
27832,2
27833,1
27834,1
27835,1
27836,1
27837,1
27837,2
27838,1
27839,1
27840,1
27841,1
27842,1
27842,2
27843,1
27844,1
27845,1
27845,2
27846,1
27847,1
27848,1
27849,1
27850,1
27851,1
27852,1
27853,1
27854,1
27855,1
27856,1
27857,1
27858,1
27859,1
27860,1
27861,1
27862,1
27863,1
27864,1
27865,1
27865,2
27866,1
27866,2
27867,1
27868,1
27869,1
27869,2
27869,3
27870,1
27871,1
27872,1
27873,1
27873,2
27874,1
27874,2
27874,3
27875,1
27875,2
27876,1
27877,1
27878,1
27878,2
27878,3
27879,1
27880,1
27881,1
27882,1
27883,1
27883,2
27884,1
27885,1
27885,2
27885,3
27885,4
27886,1
27887,1
27888,1
27889,1
27890,1
27891,1
27892,1
27893,1
27894,1
27894,2
27894,3
27895,1
27896,1
27896,2
27897,1
27898,1
27899,1
27900,1
27900,2
27901,1
27902,1
27903,1
27904,1
27905,1
27906,1
27907,1
27908,1
27908,2
27909,1
27909,2
27909,3
27910,1
27911,1
27912,1
27912,2
27912,3
27913,1
27914,1
27915,1
27916,1
27917,1
27918,1
27919,1
27920,1
27921,1
27922,1
27923,1
27924,1
27924,2
27924,3
27925,1
27926,1
27927,1
27928,1
27929,1
27930,1
27931,1
27931,2
27932,1
27932,2
27933,1
27933,2
27934,1
27934,2
27934,3
27935,1
27935,2
27936,1
27937,1
27938,1
27939,1
27940,1
27941,1
27942,1
27942,2
27942,3
27943,1
27944,1
27944,2
27945,1
27945,2
27945,3
27946,1
27947,1
27947,2
27948,1
27948,2
27949,1
27949,2
27950,1
27950,2
27951,1
27951,2
27952,1
27953,1
27954,1
27955,1
27956,1
27957,1
27957,2
27958,1
27958,2
27959,1
27960,1
27960,2
27961,1
27961,2
27962,1
27962,2
27962,3
27963,1
27964,1
27965,1
27966,1
27967,1
27968,1
27969,1
27970,1
27971,1
27972,1
27973,1
27973,2
27973,3
27974,1
27975,1
27976,1
27977,1
27978,1
27979,1
27980,1
27981,1
27981,2
27981,3
27982,1
27983,1
27983,2
27984,1
27984,2
27985,1
27985,2
27986,1
27986,2
27987,1
27987,2
27988,1
27989,1
27989,2
27990,1
27991,1
27992,1
27993,1
27994,1
27994,2
27994,3
27995,1
27996,1
27997,1
27998,1
27999,1
28000,1
28001,1
28001,2
28002,1
28003,1
28004,1
28005,1
28006,1
28006,2
28007,1
28008,1
28009,1
28010,1
28011,1
28012,1
28013,1
28013,2
28014,1
28015,1
28016,1
28017,1
28018,1
28018,2
28019,1
28019,2
28020,1
28021,1
28022,1
28023,1
28024,1
28024,2
28025,1
28026,1
28026,2
28027,1
28028,1
28029,1
28030,1
28030,2
28031,1
28032,1
28033,1
28034,1
28035,1
28036,1
28036,2
28037,1
28037,2
28038,1
28039,1
28039,2
28040,1
28040,2
28041,1
28042,1
28043,1
28043,2
28044,1
28045,1
28046,1
28047,1
28048,1
28049,1
28049,2
28050,1
28051,1
28052,1
28052,2
28053,1
28053,2
28054,1
28055,1
28056,1
28056,2
28057,1
28057,2
28057,3
28058,1
28059,1
28060,1
28061,1
28062,1
28063,1
28063,2
28064,1
28065,1
28066,1
28067,1
28068,1
28069,1
28070,1
28070,2
28070,3
28070,4
28071,1
28072,1
28073,1
28073,2
28074,1
28075,1
28075,2
28076,1
28077,1
28078,1
28079,1
28079,2
28080,1
28081,1
28081,2
28081,3
28082,1
28083,1
28083,2
28084,1
28085,1
28086,1
28086,2
28087,1
28088,1
28088,2
28089,1
28090,1
28091,1
28092,1
28093,1
28093,2
28094,1
28095,1
28096,1
28097,1
28098,1
28099,1
28100,1
28100,2
28101,1
28102,1
28102,2
28102,3
28102,4
28103,1
28104,1
28105,1
28106,1
28107,1
28107,2
28108,1
28109,1
28110,1
28111,1
28111,2
28112,1
28113,1
28114,1
28115,1
28116,1
28116,2
28117,1
28118,1
28119,1
28120,1
28121,1
28122,1
28123,1
28124,1
28124,2
28125,1
28126,1
28127,1
28128,1
28129,1
28130,1
28131,1
28132,1
28133,1
28134,1
28135,1
28135,2
28136,1
28137,1
28137,2
28138,1
28139,1
28139,2
28140,1
28141,1
28142,1
28143,1
28144,1
28145,1
28146,1
28147,1
28148,1
28149,1
28149,2
28150,1
28151,1
28152,1
28152,2
28153,1
28154,1
28154,2
28155,1
28156,1
28157,1
28158,1
28159,1
28160,1
28160,2
28161,1
28161,2
28161,3
28162,1
28163,1
28164,1
28165,1
28166,1
28167,1
28168,1
28169,1
28169,2
28169,3
28169,4
28170,1
28171,1
28171,2
28172,1
28173,1
28174,1
28175,1
28176,1
28177,1
28177,2
28177,3
28178,1
28179,1
28180,1
28181,1
28181,2
28182,1
28183,1
28184,1
28185,1
28186,1
28186,2
28187,1
28188,1
28189,1
28190,1
28190,2
28191,1
28192,1
28193,1
28193,2
28194,1
28195,1
28196,1
28197,1
28198,1
28199,1
28199,2
28200,1
28201,1
28202,1
28203,1
28203,2
28204,1
28205,1
28206,1
28207,1
28207,2
28207,3
28207,4
28207,5
28207,6
28207,7
28207,8
28208,1
28209,1
28210,1
28211,1
28212,1
28213,1
28213,2
28213,3
28214,1
28214,2
28215,1
28216,1
28216,2
28217,1
28217,2
28218,1
28219,1
28220,1
28220,2
28221,1
28222,1
28222,2
28223,1
28224,1
28224,2
28225,1
28226,1
28226,2
28227,1
28228,1
28229,1
28230,1
28231,1
28232,1
